,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,end
4.680000000000003,146.08007856200794,-3.619999999999999,29.388227534236727,0.178691351438068,0.0,2.02,5.36,254.04,-8.19,31.25,6.25,0.0,1.92,4.24,175.08,-8.36,23.0,0.0,0.0,2.5,16.67,260.52,-3.75,42.5,6.25,0.0,2.02,5.05,184.46,-4.23,31.25,0.0,6.267,2.22,5.46,126.15,-7.23,22.75,18.75,6.272,2.5,11.52,137.08,-3.94,32.0,12.5,0.0,1.82,4.04,-1
4.720000000000003,147.25560766337742,-3.619999999999999,29.395383619623924,0.17890213467992439,0.0,2.02,5.36,255.28,-8.19,31.0,-6.25,0.008,1.92,4.24,176.0,-8.36,23.0,0.0,6.272,2.5,16.67,262.23,-3.75,42.75,6.25,0.006,2.02,5.05,185.71,-4.25,31.25,0.0,6.259,2.22,5.46,127.04,-7.24,22.25,-12.5,0.0,2.5,11.52,138.35,-3.94,31.75,-6.25,0.0,1.82,4.04,-1
4.760000000000003,148.43142300816237,-3.619999999999999,29.402546609286503,0.17907474156446893,0.0,2.02,5.36,256.52,-8.18,31.0,0.0,0.0,1.92,4.24,176.91,-8.37,22.75,-6.25,6.272,2.5,16.67,263.94,-3.74,42.75,0.0,0.0,2.02,5.05,186.96,-4.28,31.26,0.25,6.267,2.22,5.46,127.93,-7.24,22.25,0.0,6.272,2.5,11.52,139.63,-3.94,32.0,6.25,0.008,1.82,4.04,-1
4.800000000000003,149.60752487253382,-3.619999999999999,29.416272671846308,0.3431515639950922,0.0,2.02,5.36,257.78,-8.18,31.5,12.5,0.0,1.92,4.24,177.84,-8.38,23.25,12.5,0.0,2.5,16.67,265.64,-3.74,42.5,-6.25,0.0,2.02,5.05,188.22,-4.3,31.5,6.0,6.267,2.22,5.46,128.81,-7.25,22.0,-6.25,6.272,2.5,11.52,140.9,-3.93,31.75,-6.25,0.0,1.82,4.04,-1
4.840000000000003,150.78417577940766,-3.619999999999999,29.42325534813798,0.1745669072918253,0.0,2.02,5.36,259.03,-8.18,31.25,-6.25,0.0,1.92,4.24,178.75,-8.38,23.0,-6.25,6.272,2.5,16.67,267.34,-3.74,42.5,0.0,0.0,2.02,5.05,189.47,-4.32,31.25,-6.25,6.259,2.22,5.46,129.68,-7.26,21.75,-6.25,0.0,2.5,11.52,142.17,-3.93,31.75,0.0,0.0,1.82,4.04,-1
4.8800000000000034,151.96110599333318,-3.619999999999999,29.43024659047312,0.17478105837852057,0.0,2.02,5.36,260.3,-8.18,31.75,12.5,0.008,1.92,4.24,179.67,-8.39,22.75,-6.25,0.0,2.5,16.67,269.04,-3.74,42.5,0.0,0.006,2.02,5.05,190.72,-4.35,31.26,0.25,6.267,2.22,5.46,130.55,-7.26,21.75,0.0,6.272,2.5,11.52,143.45,-3.93,32.0,6.25,0.0,1.82,4.04,-1
4.9200000000000035,153.1383158569521,-3.619999999999999,29.43031522953102,0.0017159764474634232,0.0,2.02,5.36,261.57,-8.17,31.75,0.0,0.0,1.92,4.24,180.58,-8.39,22.75,0.0,6.272,2.5,16.67,270.75,-3.73,42.75,6.25,0.0,2.02,5.05,191.96,-4.37,31.0,-6.5,6.259,2.22,5.46,131.43,-7.27,22.0,6.25,6.272,2.5,11.52,144.73,-3.93,32.0,0.0,0.008,1.82,4.04,-1
4.9600000000000035,154.31552846613334,-3.619999999999999,29.437520679456888,0.1801362481467071,0.0,2.02,5.36,262.83,-8.17,31.5,-6.25,0.0,1.92,4.24,181.5,-8.4,23.25,12.5,0.0,2.5,16.67,272.45,-3.73,42.5,-6.25,0.0,2.02,5.05,193.21,-4.4,31.26,6.5,6.267,2.22,5.46,132.32,-7.28,22.25,6.25,0.0,2.5,11.52,146.0,-3.92,31.75,-6.25,0.0,1.82,4.04,-1
5.0000000000000036,155.49302929331162,-3.619999999999999,29.437835531748625,0.007871307293433839,0.0,2.02,5.36,264.1,-8.17,31.75,6.25,0.0,1.92,4.24,182.43,-8.4,23.0,-6.25,6.272,2.5,16.67,274.16,-3.73,42.75,6.25,0.0,2.02,5.05,194.45,-4.42,31.0,-6.5,6.259,2.22,5.46,133.2,-7.28,22.0,-6.25,6.272,2.5,11.52,147.28,-3.92,32.0,6.25,0.0,1.82,4.04,-1
5.040000000000004,156.67054271458156,-3.619999999999999,29.43837155826574,0.013400662927813988,0.0,2.02,5.36,265.37,-8.17,31.75,0.0,0.0,1.92,4.24,183.34,-8.41,22.75,-6.25,0.0,2.5,16.67,275.88,-3.73,42.75,0.0,0.0,2.02,5.05,195.69,-4.45,31.01,0.25,6.267,2.22,5.46,134.08,-7.29,22.0,0.0,6.272,2.5,11.52,148.56,-3.92,32.0,0.0,0.008,1.82,4.04,-1
5.080000000000004,157.84807757691217,-3.619999999999999,29.45239858389564,0.35067564074747687,0.0,2.02,5.36,266.64,-8.17,31.75,0.0,0.008,1.92,4.24,184.27,-8.41,23.25,12.5,6.272,2.5,16.67,277.58,-3.73,42.75,0.0,0.0,2.02,5.05,196.95,-4.47,31.5,12.25,6.259,2.22,5.46,134.97,-7.3,22.25,6.25,6.272,2.5,11.52,149.83,-3.91,31.75,-6.25,0.0,1.82,4.04,-1
5.120000000000004,159.026173520268,-3.619999999999999,29.452951161521604,0.013814440649137597,0.0,2.02,5.36,267.9,-8.16,31.5,-6.25,0.0,1.92,4.24,185.19,-8.42,23.0,-6.25,0.0,2.5,16.67,279.29,-3.73,42.75,0.0,0.0,2.02,5.05,198.19,-4.5,31.01,-12.25,6.267,2.22,5.46,135.85,-7.31,22.0,-6.25,0.0,2.5,11.52,151.11,-3.91,32.0,6.25,0.0,1.82,4.04,-1
5.160000000000004,160.20429156672887,-3.619999999999999,29.460522374755822,0.18928033085544743,0.0,2.02,5.36,269.17,-8.16,31.75,6.25,0.0,1.92,4.24,186.09,-8.42,22.75,-6.25,6.272,2.5,16.67,281.0,-3.73,42.75,0.0,0.0,2.02,5.05,199.44,-4.52,31.25,6.0,6.259,2.22,5.46,136.73,-7.31,22.0,0.0,6.272,2.5,11.52,152.38,-3.91,31.75,-6.25,0.008,1.82,4.04,-1
5.200000000000004,161.3827124617191,-3.619999999999999,29.46127791681939,0.018888551589201885,0.0,2.02,5.36,270.43,-8.16,31.5,-6.25,0.0,1.92,4.24,187.02,-8.43,23.0,6.25,0.0,2.5,16.67,282.7,-3.73,42.5,-6.25,0.0,2.02,5.05,200.68,-4.55,31.01,-6.0,6.259,2.22,5.46,137.59,-7.32,21.5,-12.5,6.272,2.5,11.52,153.65,-3.9,31.75,0.0,0.0,1.82,4.04,-1
5.240000000000004,162.5611635783919,-3.619999999999999,29.469005349840273,0.19318582552203517,0.0,2.02,5.36,271.7,-8.16,31.75,6.25,0.0,1.92,4.24,187.95,-8.43,23.25,6.25,0.0,2.5,16.67,284.42,-3.73,43.0,12.5,0.0,2.02,5.05,201.93,-4.58,31.26,6.25,6.259,2.22,5.46,138.47,-7.33,22.0,12.5,0.0,2.5,11.52,154.93,-3.9,32.0,6.25,0.0,1.82,4.04,-1
5.280000000000004,163.7399237923855,-3.619999999999999,29.483075784334694,0.35176086236055615,0.0,2.02,5.36,272.97,-8.16,31.75,0.0,0.0,1.92,4.24,188.88,-8.43,23.25,0.0,6.272,2.5,16.67,286.14,-3.73,43.0,0.0,0.0,2.02,5.05,203.19,-4.61,31.51,6.25,6.267,2.22,5.46,139.36,-7.33,22.25,6.25,6.272,2.5,11.52,156.21,-3.9,32.0,0.0,0.008,1.82,4.04,-1
5.320000000000004,164.9192468237589,-3.619999999999999,29.48381551577937,0.018493286116906132,0.0,2.02,5.36,274.24,-8.16,31.75,0.0,0.008,1.92,4.24,189.81,-8.44,23.25,0.0,0.0,2.5,16.67,287.88,-3.73,43.25,6.25,0.0,2.02,5.05,204.43,-4.63,31.0,-12.75,6.259,2.22,5.46,140.24,-7.34,22.0,-6.25,6.272,2.5,11.52,157.48,-3.89,31.75,-6.25,0.0,1.82,4.04,-1
5.360000000000004,166.09859944439006,-3.619999999999999,29.491483364749342,0.19169622424934596,0.0,2.02,5.36,275.5,-8.15,31.5,-6.25,0.0,1.92,4.24,190.74,-8.44,23.25,0.0,0.0,2.5,16.67,289.6,-3.73,43.25,0.0,0.0,2.02,5.05,205.68,-4.66,31.26,6.5,6.259,2.22,5.46,141.13,-7.35,22.25,6.25,6.272,2.5,11.52,158.75,-3.89,31.75,0.0,0.0,1.82,4.04,-1
5.400000000000004,167.27825877898005,-3.619999999999999,29.499124275525865,0.1910227694130579,0.0,2.02,5.36,276.76,-8.15,31.5,0.0,0.0,1.92,4.24,191.66,-8.44,23.0,-6.25,0.0,2.5,16.67,291.32,-3.73,43.0,-6.25,0.0,2.02,5.05,206.93,-4.69,31.26,0.0,6.259,2.22,5.46,142.02,-7.36,22.25,0.0,0.0,2.5,11.52,160.03,-3.89,32.0,6.25,0.008,1.82,4.04,-1
5.440000000000004,168.45822375000108,-3.619999999999999,29.506738029222824,0.19034384242399618,0.0,2.02,5.36,278.03,-8.15,31.75,6.25,0.0,1.92,4.24,192.58,-8.44,23.0,0.0,6.272,2.5,16.67,293.06,-3.73,43.5,12.5,0.0,2.02,5.05,208.18,-4.72,31.26,0.0,6.259,2.22,5.46,142.92,-7.36,22.5,6.25,6.272,2.5,11.52,161.31,-3.88,32.0,0.0,0.0,1.82,4.04,-1
5.480000000000004,169.63849327117,-3.619999999999999,29.520636213332953,0.347454602753229,0.0,2.02,5.36,279.3,-8.15,31.75,0.0,0.0,1.92,4.24,193.5,-8.45,23.0,0.0,0.0,2.5,16.67,294.79,-3.73,43.25,-6.25,6.277,2.02,5.05,209.44,-4.75,31.51,6.25,6.259,2.22,5.46,143.82,-7.37,22.5,0.0,6.272,2.5,11.52,162.59,-3.88,32.0,0.0,0.0,1.82,4.04,-1
5.520000000000004,170.81931871970332,-3.619999999999999,29.528018575536535,0.18455905508954654,0.0,2.02,5.36,280.57,-8.15,31.75,0.0,0.0,1.92,4.24,194.43,-8.45,23.25,6.25,0.0,2.5,16.67,296.52,-3.74,43.25,0.0,0.0,2.02,5.05,210.69,-4.78,31.26,-6.25,6.259,2.22,5.46,144.72,-7.38,22.5,0.0,0.0,2.5,11.52,163.86,-3.88,31.75,-6.25,0.008,1.82,4.04,-1
5.560000000000004,172.00043946272478,-3.619999999999999,29.528697406408863,0.016970771808199843,0.0,2.02,5.36,281.83,-8.15,31.5,-6.25,0.0,1.92,4.24,195.34,-8.45,23.0,-6.25,0.0,2.5,16.67,298.25,-3.74,43.0,-6.25,0.0,2.02,5.05,211.93,-4.81,31.01,-6.25,6.259,2.22,5.46,145.6,-7.38,22.0,-12.5,6.272,2.5,11.52,165.13,-3.87,31.75,0.0,0.0,1.82,4.04,-1
5.600000000000004,173.18158735898115,-3.619999999999999,29.536222625781413,0.18813048431372845,0.0,2.02,5.36,283.1,-8.15,31.75,6.25,0.008,1.92,4.24,196.28,-8.45,23.25,6.25,0.0,2.5,16.67,299.98,-3.74,43.5,12.5,0.0,2.02,5.05,213.18,-4.84,31.26,6.25,6.259,2.22,5.46,146.48,-7.39,22.0,0.0,6.272,2.5,11.52,166.41,-3.87,32.0,6.25,0.0,1.82,4.04,-1
5.640000000000004,174.3630362640124,-3.619999999999999,29.537071332906685,0.021217678131828913,0.0,2.02,5.36,284.36,-8.14,31.5,-6.25,0.0,1.92,4.24,197.21,-8.45,23.25,0.0,0.0,2.5,16.67,301.71,-3.74,43.25,-6.25,6.277,2.02,5.05,214.42,-4.87,31.01,-6.25,6.259,2.22,5.46,147.36,-7.4,22.0,0.0,0.0,2.5,11.52,167.69,-3.87,32.0,0.0,0.008,1.82,4.04,-1
5.680000000000004,175.54451911732866,-3.619999999999999,29.538098431726645,0.02567747049903278,0.0,2.02,5.36,285.62,-8.14,31.5,0.0,0.0,1.92,4.24,198.12,-8.45,23.0,-6.25,0.0,2.5,16.67,303.45,-3.75,43.5,6.25,0.0,2.02,5.05,215.66,-4.9,31.01,0.0,6.259,2.22,5.46,148.23,-7.4,21.75,-6.25,6.272,2.5,11.52,168.97,-3.86,32.0,0.0,0.0,1.82,4.04,-1
5.720000000000004,176.72604305459774,-3.619999999999999,29.545903410397276,0.1951244667657973,0.0,2.02,5.36,286.88,-8.14,31.5,0.0,0.0,1.92,4.24,199.06,-8.45,23.5,12.5,0.0,2.5,16.67,305.19,-3.75,43.25,-6.25,0.0,2.02,5.05,216.91,-4.93,31.26,6.25,6.259,2.22,5.46,149.11,-7.41,22.0,6.25,6.272,2.5,11.52,170.25,-3.86,32.0,0.0,0.0,1.82,4.04,-1
5.760000000000004,177.90787919101362,-3.619999999999999,29.5536686057587,0.19412988403551237,0.0,2.02,5.36,288.15,-8.14,31.75,6.25,0.0,1.92,4.24,200.0,-8.45,23.25,-6.25,0.0,2.5,16.67,306.94,-3.75,43.75,12.5,6.277,2.02,5.05,218.16,-4.96,31.26,0.0,6.259,2.22,5.46,149.99,-7.42,22.0,0.0,6.272,2.5,11.52,171.53,-3.86,32.0,0.0,0.0,1.82,4.04,-1
5.800000000000004,179.09002593524397,-3.619999999999999,29.56139425452749,0.19314121921974842,0.0,2.02,5.36,289.41,-8.14,31.5,-6.25,0.0,1.92,4.24,200.93,-8.45,23.25,0.0,0.0,2.5,16.67,308.66,-3.76,43.25,-12.5,0.0,2.02,5.05,219.41,-4.99,31.26,0.0,6.259,2.22,5.46,150.88,-7.43,22.25,6.25,0.0,2.5,11.52,172.81,-3.86,32.0,0.0,0.008,1.82,4.04,-1
5.840000000000004,180.27248170542507,-3.619999999999999,29.5690805916472,0.1921584279927756,0.0,2.02,5.36,290.68,-8.14,31.75,6.25,0.0,1.92,4.24,201.87,-8.45,23.5,6.25,0.0,2.5,16.67,310.4,-3.76,43.5,6.25,6.277,2.02,5.05,220.66,-5.02,31.26,0.0,6.259,2.22,5.46,151.77,-7.43,22.25,0.0,6.272,2.5,11.52,174.1,-3.85,32.25,6.25,0.0,1.82,4.04,-1
5.880000000000004,181.45524492909095,-3.619999999999999,29.576727850309148,0.19118146654864812,0.0,2.02,5.36,291.95,-8.14,31.75,0.0,0.0,1.92,4.24,202.8,-8.45,23.25,-6.25,0.0,2.5,16.67,312.14,-3.77,43.5,0.0,0.0,2.02,5.05,221.91,-5.05,31.26,0.0,6.259,2.22,5.46,152.66,-7.44,22.25,0.0,6.272,2.5,11.52,175.38,-3.85,32.0,-6.25,0.0,1.82,4.04,-1
5.920000000000004,182.63831404310332,-3.619999999999999,29.577783178828177,0.026383212975732172,0.0,2.02,5.36,293.22,-8.14,31.75,0.0,0.0,1.92,4.24,203.72,-8.45,23.25,0.0,0.0,2.5,16.67,313.88,-3.77,43.5,0.0,6.277,2.02,5.05,223.15,-5.08,31.01,-6.25,6.259,2.22,5.46,153.55,-7.45,22.25,0.0,0.0,2.5,11.52,176.66,-3.85,32.0,0.0,0.0,1.82,4.04,-1
5.960000000000004,183.82142537025643,-3.619999999999999,29.579000643376336,0.03043661370395263,0.0,2.02,5.36,294.48,-8.14,31.5,-6.25,0.0,1.92,4.24,204.67,-8.45,23.5,6.25,0.0,2.5,16.67,315.62,-3.78,43.5,0.0,0.0,2.02,5.05,224.39,-5.11,31.01,0.0,6.259,2.22,5.46,154.42,-7.45,21.75,-12.5,6.272,2.5,11.52,177.94,-3.85,32.0,0.0,0.008,1.82,4.04,-1
6.000000000000004,185.00458539599148,-3.619999999999999,29.58688882437945,0.1972045250778345,0.0,2.02,5.36,295.76,-8.14,32.0,12.5,0.0,1.92,4.24,205.59,-8.45,23.25,-6.25,0.0,2.5,16.67,317.36,-3.78,43.5,0.0,6.277,2.02,5.05,225.64,-5.14,31.26,6.25,6.259,2.22,5.46,155.29,-7.46,21.75,0.0,6.272,2.5,11.52,179.22,-3.84,32.0,0.0,0.0,1.82,4.04,-1
6.0400000000000045,186.18806094896667,-3.619999999999999,29.594728553091777,0.19599321780813372,0.0,2.02,5.36,297.03,-8.14,31.75,-6.25,0.0,1.92,4.24,206.53,-8.45,23.25,0.0,0.0,2.5,16.67,319.1,-3.79,43.5,0.0,6.277,2.02,5.05,226.89,-5.17,31.26,0.0,6.251,2.22,5.46,156.17,-7.47,22.0,6.25,0.0,2.5,11.52,180.5,-3.84,32.0,0.0,0.0,1.82,4.04,-1
6.0800000000000045,187.37185009109032,-3.619999999999999,29.602520364371816,0.19479528200095256,0.0,2.02,5.36,298.3,-8.14,31.75,0.0,0.0,1.92,4.24,207.47,-8.45,23.5,6.25,0.0,2.5,16.67,320.83,-3.8,43.25,-6.25,0.0,2.02,5.05,228.14,-5.21,31.27,0.25,6.259,2.22,5.46,157.05,-7.47,22.0,0.0,6.272,2.5,11.52,181.78,-3.84,32.0,0.0,0.0,1.82,4.04,-1
6.1200000000000045,188.55595090566518,-3.619999999999999,29.610264781638463,0.19361043166620676,0.0,2.02,5.36,299.57,-8.14,31.75,0.0,0.0,1.92,4.24,208.4,-8.45,23.25,-6.25,0.0,2.5,16.67,322.57,-3.8,43.5,6.25,6.277,2.02,5.05,229.39,-5.24,31.26,-0.25,6.259,2.22,5.46,157.95,-7.48,22.5,12.5,0.0,2.5,11.52,183.06,-3.84,32.0,0.0,0.008,1.82,4.04,-1
6.160000000000005,189.74036149693072,-3.619999999999999,29.611485922766303,0.03052852819601101,0.0,2.02,5.36,300.84,-8.14,31.75,0.0,0.0,1.92,4.24,209.33,-8.45,23.25,0.0,0.0,2.5,16.67,324.29,-3.81,43.0,-12.5,6.277,2.02,5.05,230.63,-5.27,31.01,-6.25,6.259,2.22,5.46,158.84,-7.48,22.25,-6.25,6.272,2.5,11.52,184.34,-3.83,32.0,0.0,0.0,1.82,4.04,-1
6.200000000000005,190.92482093384137,-3.619999999999999,29.61931467861582,0.19571889623786998,0.0,2.02,5.36,302.11,-8.14,31.75,0.0,0.0,1.92,4.24,210.25,-8.45,23.25,0.0,0.0,2.5,16.67,326.03,-3.82,43.5,12.5,6.277,2.02,5.05,231.88,-5.3,31.26,6.25,6.259,2.22,5.46,159.73,-7.49,22.25,0.0,0.0,2.5,11.52,185.61,-3.83,31.75,-6.25,0.0,1.82,4.04,-1
6.240000000000005,192.109593520986,-3.619999999999999,29.620643250323923,0.03321429270261249,0.0,2.02,5.36,303.38,-8.14,31.75,0.0,0.0,1.92,4.24,211.18,-8.45,23.0,-6.25,0.0,2.5,16.67,327.75,-3.83,43.0,-12.5,6.277,2.02,5.05,233.12,-5.33,31.01,-6.25,6.259,2.22,5.46,160.62,-7.49,22.25,0.0,6.272,2.5,11.52,186.89,-3.83,32.0,6.25,0.008,1.82,4.04,-1
6.280000000000005,193.29441925099897,-3.619999999999999,29.628546924983866,0.19759186649853303,0.0,2.02,5.36,304.65,-8.14,31.75,0.0,0.008,1.92,4.24,212.11,-8.45,23.25,6.25,0.0,2.5,16.67,329.5,-3.84,43.5,12.5,0.0,2.02,5.05,234.37,-5.36,31.26,6.25,6.259,2.22,5.46,161.51,-7.5,22.25,0.0,0.0,2.5,11.52,188.17,-3.82,32.0,0.0,0.0,1.82,4.04,-1
6.320000000000005,194.47956112799832,-3.619999999999999,29.636395884384108,0.19622398500605848,0.0,2.02,5.36,305.92,-8.13,31.75,0.0,0.0,1.92,4.24,213.05,-8.45,23.5,6.25,0.0,2.5,16.67,331.22,-3.84,43.25,-6.25,6.277,2.02,5.05,235.62,-5.39,31.26,0.0,6.259,2.22,5.46,162.41,-7.5,22.5,6.25,6.272,2.5,11.52,189.45,-3.82,32.0,0.0,0.0,1.82,4.04,-1
6.360000000000005,195.6650169633737,-3.619999999999999,29.65024668513496,0.3462700187712573,0.0,2.02,5.36,307.19,-8.13,31.75,0.0,0.0,1.92,4.24,213.99,-8.45,23.5,0.0,0.0,2.5,16.67,332.95,-3.85,43.25,0.0,6.277,2.02,5.05,236.88,-5.42,31.51,6.25,6.259,2.22,5.46,163.31,-7.51,22.5,0.0,0.0,2.5,11.52,190.73,-3.82,32.0,0.0,0.0,1.82,4.04,-1
6.400000000000005,196.8510268307791,-3.619999999999999,29.663881109630065,0.3408606123776487,0.0,2.02,5.36,308.47,-8.13,32.0,6.25,0.0,1.92,4.24,214.92,-8.45,23.25,-6.25,0.011,2.5,16.67,334.69,-3.86,43.25,0.0,6.277,2.02,5.05,238.14,-5.45,31.51,0.0,6.259,2.22,5.46,164.19,-7.51,22.0,-12.5,0.0,2.5,11.52,192.01,-3.82,32.0,0.0,0.0,1.82,4.04,-1
6.440000000000005,198.0375820751643,-3.619999999999999,29.67124854811102,0.1841859620239076,0.0,2.02,5.36,309.74,-8.13,31.75,-6.25,0.0,1.92,4.24,215.86,-8.44,23.5,6.25,0.0,2.5,16.67,336.42,-3.87,43.5,6.25,6.272,2.02,5.05,239.39,-5.48,31.26,-6.25,6.259,2.22,5.46,165.06,-7.51,21.75,-6.25,6.272,2.5,11.52,193.29,-3.82,32.0,0.0,0.008,1.82,4.04,-1
6.480000000000005,199.22443201708873,-3.619999999999999,29.67857326144204,0.18311783327548534,0.0,2.02,5.36,311.0,-8.13,31.5,-6.25,0.0,1.92,4.24,216.8,-8.44,23.5,0.0,0.0,2.5,16.67,338.15,-3.89,43.25,-6.25,6.277,2.02,5.05,240.64,-5.51,31.26,0.0,6.259,2.22,5.46,165.93,-7.52,21.75,0.0,0.0,2.5,11.52,194.56,-3.81,31.75,-6.25,0.0,1.82,4.04,2
